time ,id ,gender ,age 
1,0,NULL,NULL
2,0,NULL,NULL
3,0,NULL,NULL
4,0,NULL,NULL
5,0,NULL,NULL
6,1,M,28
7,1,M,33
8,1,M,28
9,1,M,23
10,1,M,26
11,1,M,28
12,1,M,24
13,0,NULL,NULL
14,0,NULL,NULL
15,0,NULL,NULL
16,0,NULL,NULL
17,0,NULL,NULL
18,0,NULL,NULL
19,0,NULL,NULL
20,0,NULL,NULL
21,2,M,27
22,2,M,26
23,2,M,36
24,2,M,25
25,2,M,28
26,2,M,25
27,3,F,26
28,3,F,34
29,0,NULL,NULL
30,0,NULL,NULL
31,0,NULL,NULL
32,0,NULL,NULL
33,0,NULL,NULL
34,0,NULL,NULL
35,0,NULL,NULL
36,0,NULL,NULL
37,0,NULL,NULL
38,0,NULL,NULL
39,1,M,28
40,1,M,36
41,1,M,24
42,1,M,30
43,1,M,35
44,1,M,24
45,1,M,26
46,1,M,36
47,1,M,28
48,1,M,36
49,2,M,30
50,2,M,33
51,2,M,33
52,2,M,26
53,2,M,25
54,2,M,34
55,2,M,30
56,2,M,31
57,2,M,31
58,2,M,30
59,0,NULL,NULL
60,0,NULL,NULL
61,0,NULL,NULL
62,0,NULL,NULL
63,0,NULL,NULL
64,0,NULL,NULL
65,0,NULL,NULL
66,0,NULL,NULL
67,0,NULL,NULL
68,0,NULL,NULL
69,0,NULL,NULL
70,0,NULL,NULL
71,4,F,24
72,4,F,26
73,4,F,30
74,4,F,26
75,4,F,31
76,0,NULL,NULL
77,0,NULL,NULL
78,0,NULL,NULL
79,0,NULL,NULL
80,0,NULL,NULL
81,0,NULL,NULL
82,0,NULL,NULL
83,0,NULL,NULL
84,5,M,35
85,5,M,34
86,6,M,24
87,6,M,32
88,7,M,31
89,7,M,28
90,5,M,35
91,6,M,33
92,7,M,36
93,5,M,35
94,6,M,28
95,7,M,25
96,5,M,35
97,5,M,34
98,5,M,29
99,5,M,30
100,6,M,31
101,6,M,26
102,7,M,27
103,6,M,25
104,5,M,34
105,5,M,29
106,6,M,28
107,7,M,36
108,6,M,33
109,7,M,26
110,5,M,30
111,0,NULL,NULL
112,0,NULL,NULL
113,0,NULL,NULL
114,0,NULL,NULL
115,0,NULL,NULL
116,0,NULL,NULL
117,0,NULL,NULL
118,0,NULL,NULL
119,0,NULL,NULL
120,0,NULL,NULL
121,0,NULL,NULL
122,0,NULL,NULL
123,0,NULL,NULL
124,0,NULL,NULL
125,0,NULL,NULL
126,0,NULL,NULL
127,0,NULL,NULL
128,0,NULL,NULL
129,0,NULL,NULL
130,0,NULL,NULL
131,0,NULL,NULL
132,0,NULL,NULL
133,0,NULL,NULL
134,0,NULL,NULL
135,0,NULL,NULL
136,0,NULL,NULL
137,0,NULL,NULL
138,0,NULL,NULL
139,0,NULL,NULL
140,0,NULL,NULL
141,1,M,24
142,1,M,24
143,1,M,28
144,1,M,29
145,2,M,28
146,2,M,36
147,1,M,33
148,1,M,36
149,1,M,29
150,0,NULL,NULL
151,0,NULL,NULL
152,0,NULL,NULL
153,0,NULL,NULL
154,0,NULL,NULL
155,0,NULL,NULL
156,0,NULL,NULL
157,0,NULL,NULL
158,0,NULL,NULL
159,0,NULL,NULL
160,0,NULL,NULL
161,1,M,30
162,1,M,35
163,1,M,30
164,1,M,30
165,2,M,24
166,2,M,35
167,2,M,25
168,1,M,31
169,2,M,25
170,1,M,25
171,2,M,32
172,1,M,36
173,2,M,33
174,2,M,30
175,0,NULL,NULL
176,0,NULL,NULL
177,0,NULL,NULL
178,0,NULL,NULL
179,0,NULL,NULL
180,0,NULL,NULL
181,0,NULL,NULL
182,0,NULL,NULL
183,0,NULL,NULL
184,0,NULL,NULL
185,0,NULL,NULL
186,0,NULL,NULL
187,0,NULL,NULL
188,0,NULL,NULL
189,0,NULL,NULL
190,0,NULL,NULL
191,0,NULL,NULL
192,0,NULL,NULL
193,0,NULL,NULL
194,0,NULL,NULL
195,0,NULL,NULL
196,0,NULL,NULL
197,0,NULL,NULL
198,0,NULL,NULL
199,0,NULL,NULL
200,0,NULL,NULL
201,0,NULL,NULL
202,0,NULL,NULL
203,0,NULL,NULL
204,0,NULL,NULL
205,0,NULL,NULL
206,0,NULL,NULL
207,0,NULL,NULL
208,0,NULL,NULL
209,0,NULL,NULL
210,0,NULL,NULL
211,0,NULL,NULL
212,0,NULL,NULL
213,0,NULL,NULL
214,0,NULL,NULL
215,0,NULL,NULL
216,0,NULL,NULL
217,0,NULL,NULL
218,0,NULL,NULL
219,0,NULL,NULL
220,0,NULL,NULL
221,0,NULL,NULL
222,0,NULL,NULL
223,0,NULL,NULL
224,0,NULL,NULL
225,0,NULL,NULL
226,0,NULL,NULL
227,0,NULL,NULL
228,0,NULL,NULL
229,0,NULL,NULL
230,0,NULL,NULL
231,0,NULL,NULL
232,0,NULL,NULL
233,0,NULL,NULL
234,0,NULL,NULL
235,0,NULL,NULL
236,0,NULL,NULL
237,0,NULL,NULL
238,0,NULL,NULL
239,0,NULL,NULL
240,0,NULL,NULL
241,0,NULL,NULL
242,8,F,27
243,8,F,36
244,8,F,35
245,8,F,35
246,8,F,26
247,8,F,32
248,8,F,29
249,1,M,32
250,1,M,26
251,9,M,34
252,9,M,34
253,9,M,28
254,9,M,32
255,9,M,34
256,9,M,33
257,9,M,26
258,9,M,34
259,2,M,34
260,2,M,32
261,2,M,36
262,2,M,35
263,1,M,34
264,1,M,35
265,1,M,36
266,1,M,28
267,0,NULL,NULL
268,0,NULL,NULL
269,0,NULL,NULL
270,0,NULL,NULL
271,0,NULL,NULL
272,0,NULL,NULL
273,0,NULL,NULL
274,0,NULL,NULL
275,0,NULL,NULL
276,0,NULL,NULL
277,0,NULL,NULL
278,0,NULL,NULL
279,0,NULL,NULL
280,0,NULL,NULL
281,10,F,36
282,10,F,31
283,10,F,31
284,10,F,27
285,10,F,31
286,2,M,36
287,2,M,36
288,10,F,24
289,1,M,35
