time ,id ,gender ,age 
1,1,M,35
2,2,M,30
3,1,M,30
4,2,M,29
5,1,M,37
6,2,M,27
7,1,M,25
8,2,M,28
9,2,M,30
10,2,M,26
11,2,M,27
12,1,M,35
13,1,M,38
14,3,M,34
15,3,M,27
16,3,M,28
17,3,M,34
18,4,F,34
19,4,F,37
20,5,F,38
21,5,F,33
22,6,M,38
23,5,F,38
24,5,F,34
25,4,F,36
26,1,M,36
27,2,M,32
28,1,M,36
29,2,M,32
30,1,M,37
31,1,M,34
32,1,M,36
33,1,M,36
34,2,M,32
35,2,M,38
36,2,M,35
37,2,M,30
38,2,M,34
39,1,M,31
40,2,M,38
41,1,M,36
42,2,M,26
43,1,M,37
44,2,M,30
45,2,M,38
46,2,M,33
47,2,M,38
48,1,M,35
49,2,M,29
50,1,M,35
51,2,M,37
52,2,M,38
53,1,M,34
54,1,M,26
55,2,M,34
56,1,M,38
57,1,M,29
58,2,M,33
59,1,M,28
60,2,M,35
61,1,M,31
62,2,M,34
63,1,M,32
64,2,M,25
65,1,M,34
66,2,M,29
67,1,M,30
68,2,M,25
69,1,M,36
70,2,M,30
71,2,M,31
72,2,M,30
73,2,M,38
74,1,M,34
75,1,M,30
76,1,M,29
77,1,M,26
78,2,M,25
79,2,M,34
80,1,M,34
81,1,M,31
82,1,M,31
83,1,M,27
84,1,M,37
85,2,M,26
86,1,M,30
87,2,M,28
88,2,M,25
89,2,M,27
90,2,M,28
91,2,M,27
92,2,M,38
93,2,M,29
94,2,M,30
95,2,M,37
96,2,M,26
97,2,M,26
98,2,M,36
99,1,M,38
100,1,M,26
101,1,M,28
102,2,M,35
103,2,M,37
104,1,M,29
105,1,M,33
106,1,M,37
107,1,M,37
108,1,M,36
109,1,M,26
110,1,M,33
111,1,M,27
112,1,M,35
113,1,M,26
114,1,M,34
115,1,M,38
116,1,M,36
117,1,M,38
118,1,M,27
119,1,M,35
120,2,M,26
121,2,M,25
122,2,M,32
123,2,M,37
124,2,M,27
125,2,M,32
126,2,M,36
127,2,M,35
128,2,M,26
129,2,M,37
130,2,M,33
131,2,M,32
132,2,M,33
133,2,M,37
134,2,M,29
135,2,M,27
136,2,M,30
137,2,M,28
138,2,M,27
139,2,M,28
140,2,M,28
141,2,M,28
142,2,M,30
143,2,M,26
144,2,M,26
145,2,M,25
146,2,M,33
147,2,M,31
148,2,M,29
149,2,M,31
150,2,M,36
151,2,M,34
152,2,M,36
153,2,M,25
154,2,M,25
155,2,M,31
156,2,M,27
157,2,M,29
158,2,M,29
159,2,M,31
160,2,M,29
161,2,M,36
162,2,M,38
163,2,M,26
164,2,M,34
165,2,M,37
166,2,M,34
167,2,M,32
168,2,M,29
169,2,M,27
170,2,M,33
171,2,M,26
172,2,M,29
173,2,M,35
174,2,M,30
175,0,NULL,NULL
176,0,NULL,NULL
177,0,NULL,NULL
178,0,NULL,NULL
179,0,NULL,NULL
180,0,NULL,NULL
181,0,NULL,NULL
182,0,NULL,NULL
183,0,NULL,NULL
184,0,NULL,NULL
185,0,NULL,NULL
186,0,NULL,NULL
187,0,NULL,NULL
188,0,NULL,NULL
189,0,NULL,NULL
