time ,id ,gender ,age 
1,1,M,29
2,1,M,29
3,1,M,32
4,1,M,37
5,1,M,30
6,0,NULL,NULL
7,0,NULL,NULL
8,0,NULL,NULL
9,0,NULL,NULL
10,0,NULL,NULL
11,0,NULL,NULL
12,0,NULL,NULL
13,0,NULL,NULL
14,0,NULL,NULL
15,0,NULL,NULL
16,0,NULL,NULL
17,0,NULL,NULL
18,0,NULL,NULL
19,0,NULL,NULL
20,0,NULL,NULL
21,0,NULL,NULL
22,0,NULL,NULL
23,0,NULL,NULL
24,0,NULL,NULL
25,0,NULL,NULL
26,0,NULL,NULL
27,0,NULL,NULL
28,0,NULL,NULL
29,0,NULL,NULL
30,0,NULL,NULL
31,1,M,37
32,1,M,27
33,2,F,37
34,2,F,37
35,2,F,26
36,2,F,28
37,3,M,24
38,3,M,27
39,3,M,36
40,4,M,34
41,4,M,26
42,4,M,35
43,4,M,38
44,2,F,25
45,3,M,25
46,3,M,38
47,2,F,24
48,1,M,37
49,1,M,24
50,1,M,31
51,2,F,38
52,3,M,34
53,3,M,34
54,4,M,27
55,0,NULL,NULL
56,0,NULL,NULL
57,0,NULL,NULL
58,0,NULL,NULL
59,0,NULL,NULL
60,0,NULL,NULL
61,0,NULL,NULL
62,0,NULL,NULL
63,0,NULL,NULL
64,0,NULL,NULL
65,0,NULL,NULL
66,0,NULL,NULL
67,0,NULL,NULL
68,0,NULL,NULL
69,0,NULL,NULL
70,0,NULL,NULL
71,0,NULL,NULL
72,0,NULL,NULL
73,0,NULL,NULL
74,0,NULL,NULL
75,0,NULL,NULL
76,0,NULL,NULL
77,0,NULL,NULL
78,0,NULL,NULL
79,0,NULL,NULL
80,0,NULL,NULL
81,0,NULL,NULL
82,0,NULL,NULL
83,0,NULL,NULL
84,0,NULL,NULL
85,0,NULL,NULL
86,0,NULL,NULL
87,0,NULL,NULL
88,0,NULL,NULL
89,0,NULL,NULL
90,0,NULL,NULL
91,5,M,26
92,5,M,25
93,5,M,31
94,5,M,25
95,5,M,26
96,5,M,33
97,5,M,31
98,5,M,30
99,5,M,35
100,5,M,38
101,5,M,37
102,0,NULL,NULL
103,0,NULL,NULL
104,0,NULL,NULL
105,0,NULL,NULL
106,0,NULL,NULL
107,0,NULL,NULL
108,0,NULL,NULL
109,0,NULL,NULL
110,0,NULL,NULL
111,0,NULL,NULL
112,0,NULL,NULL
113,0,NULL,NULL
114,0,NULL,NULL
115,1,M,24
116,1,M,34
117,1,M,35
118,1,M,30
119,1,M,32
120,1,M,24
121,6,M,38
122,6,M,24
123,6,M,35
124,6,M,26
125,6,M,30
126,6,M,25
127,6,M,25
128,6,M,26
129,6,M,32
130,6,M,36
131,7,F,25
132,7,F,33
133,7,F,25
134,7,F,24
135,8,F,38
136,8,F,33
137,8,F,28
138,8,F,31
139,0,NULL,NULL
140,0,NULL,NULL
141,0,NULL,NULL
142,0,NULL,NULL
143,0,NULL,NULL
144,0,NULL,NULL
145,0,NULL,NULL
146,0,NULL,NULL
147,0,NULL,NULL
148,0,NULL,NULL
149,0,NULL,NULL
150,0,NULL,NULL
151,0,NULL,NULL
152,0,NULL,NULL
153,0,NULL,NULL
154,0,NULL,NULL
155,0,NULL,NULL
156,0,NULL,NULL
157,1,M,27
158,1,M,38
159,1,M,34
160,1,M,26
161,1,M,32
162,1,M,32
163,3,M,31
164,3,M,26
165,3,M,36
166,3,M,27
167,1,M,33
168,1,M,26
169,3,M,37
170,0,NULL,NULL
171,0,NULL,NULL
172,0,NULL,NULL
173,0,NULL,NULL
174,9,F,33
175,9,F,27
176,9,F,24
177,9,F,33
178,9,F,24
179,0,NULL,NULL
180,0,NULL,NULL
181,0,NULL,NULL
182,0,NULL,NULL
183,0,NULL,NULL
184,0,NULL,NULL
185,0,NULL,NULL
186,0,NULL,NULL
187,0,NULL,NULL
188,0,NULL,NULL
189,0,NULL,NULL
190,0,NULL,NULL
191,0,NULL,NULL
192,0,NULL,NULL
193,0,NULL,NULL
194,0,NULL,NULL
195,0,NULL,NULL
196,0,NULL,NULL
197,0,NULL,NULL
198,0,NULL,NULL
199,0,NULL,NULL
200,0,NULL,NULL
201,3,M,33
202,3,M,37
203,3,M,31
204,3,M,24
205,3,M,30
206,3,M,28
207,0,NULL,NULL
208,0,NULL,NULL
209,0,NULL,NULL
210,0,NULL,NULL
211,0,NULL,NULL
212,0,NULL,NULL
213,0,NULL,NULL
214,0,NULL,NULL
215,10,M,31
216,10,M,29
217,10,M,38
218,10,M,25
219,10,M,34
220,10,M,28
221,1,M,30
222,1,M,36
223,1,M,27
224,1,M,36
225,3,M,32
226,3,M,38
227,3,M,37
228,3,M,32
229,10,M,38
230,10,M,38
231,0,NULL,NULL
232,0,NULL,NULL
233,0,NULL,NULL
234,0,NULL,NULL
235,0,NULL,NULL
236,0,NULL,NULL
237,0,NULL,NULL
238,0,NULL,NULL
239,0,NULL,NULL
240,0,NULL,NULL
241,0,NULL,NULL
242,0,NULL,NULL
243,0,NULL,NULL
244,0,NULL,NULL
245,0,NULL,NULL
246,0,NULL,NULL
247,0,NULL,NULL
248,11,F,26
249,11,F,29
250,11,F,26
251,11,F,27
252,3,M,29
253,3,M,31
254,3,M,35
255,1,M,29
256,1,M,35
257,0,NULL,NULL
258,0,NULL,NULL
259,0,NULL,NULL
260,0,NULL,NULL
261,0,NULL,NULL
262,0,NULL,NULL
263,0,NULL,NULL
264,0,NULL,NULL
265,0,NULL,NULL
266,0,NULL,NULL
267,0,NULL,NULL
268,3,M,37
269,3,M,33
270,12,M,38
271,12,M,38
272,12,M,33
273,12,M,31
274,12,M,27
275,12,M,37
276,12,M,26
277,12,M,38
278,12,M,35
279,12,M,25
280,12,M,29
281,12,M,31
282,12,M,28
283,1,M,37
284,1,M,26
285,1,M,30
286,1,M,27
287,1,M,30
288,1,M,28
289,1,M,32
290,1,M,34
291,0,NULL,NULL
292,0,NULL,NULL
293,0,NULL,NULL
294,0,NULL,NULL
295,0,NULL,NULL
296,0,NULL,NULL
297,0,NULL,NULL
298,0,NULL,NULL
299,0,NULL,NULL
300,0,NULL,NULL
301,0,NULL,NULL
302,0,NULL,NULL
303,0,NULL,NULL
304,0,NULL,NULL
305,0,NULL,NULL
306,0,NULL,NULL
307,0,NULL,NULL
308,0,NULL,NULL
309,0,NULL,NULL
310,0,NULL,NULL
311,0,NULL,NULL
312,0,NULL,NULL
313,13,F,31
314,13,F,25
315,13,F,25
316,13,F,32
317,13,F,32
318,13,F,28
319,14,F,26
320,14,F,26
321,14,F,34
322,14,F,34
323,14,F,35
324,3,M,35
325,3,M,31
326,3,M,24
327,1,M,37
328,1,M,30
329,1,M,26
330,15,M,24
331,15,M,28
332,15,M,24
333,15,M,31
334,3,M,36
335,3,M,27
336,3,M,31
337,3,M,33
338,1,M,32
339,1,M,32
340,0,NULL,NULL
341,0,NULL,NULL
342,0,NULL,NULL
343,0,NULL,NULL
344,0,NULL,NULL
345,0,NULL,NULL
346,0,NULL,NULL
347,0,NULL,NULL
348,0,NULL,NULL
349,0,NULL,NULL
350,0,NULL,NULL
351,0,NULL,NULL
352,0,NULL,NULL
353,0,NULL,NULL
354,0,NULL,NULL
355,0,NULL,NULL
356,0,NULL,NULL
357,0,NULL,NULL
358,0,NULL,NULL
359,0,NULL,NULL
360,0,NULL,NULL
361,0,NULL,NULL
362,0,NULL,NULL
363,0,NULL,NULL
364,0,NULL,NULL
365,0,NULL,NULL
366,0,NULL,NULL
367,0,NULL,NULL
368,0,NULL,NULL
369,0,NULL,NULL
370,0,NULL,NULL
371,0,NULL,NULL
372,0,NULL,NULL
373,0,NULL,NULL
374,0,NULL,NULL
375,16,M,36
376,16,M,34
377,16,M,34
378,17,F,28
379,18,M,35
380,17,F,35
381,18,M,28
382,17,F,33
383,17,F,34
384,17,F,28
385,16,M,37
386,16,M,36
387,3,M,28
388,3,M,32
389,1,M,28
390,1,M,25
391,1,M,25
392,1,M,30
393,0,NULL,NULL
394,0,NULL,NULL
395,0,NULL,NULL
396,0,NULL,NULL
397,0,NULL,NULL
398,0,NULL,NULL
399,0,NULL,NULL
400,0,NULL,NULL
401,0,NULL,NULL
402,0,NULL,NULL
403,0,NULL,NULL
404,0,NULL,NULL
405,0,NULL,NULL
406,0,NULL,NULL
407,0,NULL,NULL
408,0,NULL,NULL
409,0,NULL,NULL
410,0,NULL,NULL
411,0,NULL,NULL
412,0,NULL,NULL
413,0,NULL,NULL
414,0,NULL,NULL
415,1,M,38
416,1,M,34
417,1,M,34
418,1,M,35
419,1,M,38
420,1,M,33
421,3,M,34
422,3,M,37
423,3,M,24
424,0,NULL,NULL
425,0,NULL,NULL
426,0,NULL,NULL
427,0,NULL,NULL
428,0,NULL,NULL
429,0,NULL,NULL
430,0,NULL,NULL
431,0,NULL,NULL
432,0,NULL,NULL
433,0,NULL,NULL
434,0,NULL,NULL
435,0,NULL,NULL
436,0,NULL,NULL
437,0,NULL,NULL
438,0,NULL,NULL
439,0,NULL,NULL
440,0,NULL,NULL
441,18,F,25
442,18,F,36
443,18,F,31
444,18,F,25
445,18,F,32
446,18,F,27
447,18,F,36
448,1,M,24
449,1,M,29
450,1,M,26
451,3,M,30
452,3,M,36
453,3,M,30
454,19,M,24
455,19,M,31
456,19,M,31
457,19,M,36
458,3,M,28
459,3,M,32
460,0,NULL,NULL
461,0,NULL,NULL
462,0,NULL,NULL
463,0,NULL,NULL
464,0,NULL,NULL
465,0,NULL,NULL
466,0,NULL,NULL
467,0,NULL,NULL
468,0,NULL,NULL
469,0,NULL,NULL
470,0,NULL,NULL
471,0,NULL,NULL
472,0,NULL,NULL
473,0,NULL,NULL
474,0,NULL,NULL
475,0,NULL,NULL
476,0,NULL,NULL
477,0,NULL,NULL
478,0,NULL,NULL
479,0,NULL,NULL
480,0,NULL,NULL
