time ,id ,gender ,age 
1,0,NULL,NULL
2,0,NULL,NULL
3,0,NULL,NULL
4,0,NULL,NULL
5,0,NULL,NULL
6,0,NULL,NULL
7,0,NULL,NULL
8,0,NULL,NULL
9,0,NULL,NULL
10,0,NULL,NULL
11,0,NULL,NULL
12,0,NULL,NULL
13,0,NULL,NULL
14,0,NULL,NULL
15,0,NULL,NULL
16,1,M,24
17,2,F,28
18,1,M,23
19,2,F,23
20,1,M,30
21,2,F,33
22,1,M,36
23,2,F,35
24,2,F,33
25,2,F,36
26,2,F,29
27,0,NULL,NULL
28,0,NULL,NULL
29,0,NULL,NULL
30,0,NULL,NULL
31,0,NULL,NULL
32,0,NULL,NULL
33,0,NULL,NULL
34,0,NULL,NULL
35,0,NULL,NULL
36,0,NULL,NULL
37,3,M,32
38,3,M,34
39,3,M,31
40,3,M,27
41,3,M,37
42,3,M,23
43,0,NULL,NULL
44,0,NULL,NULL
45,0,NULL,NULL
46,0,NULL,NULL
47,0,NULL,NULL
48,0,NULL,NULL
49,0,NULL,NULL
50,0,NULL,NULL
51,0,NULL,NULL
52,0,NULL,NULL
53,0,NULL,NULL
54,0,NULL,NULL
55,0,NULL,NULL
56,0,NULL,NULL
57,0,NULL,NULL
58,0,NULL,NULL
59,0,NULL,NULL
60,0,NULL,NULL
61,0,NULL,NULL
62,0,NULL,NULL
63,4,F,32
64,4,F,30
65,4,F,34
66,5,M,24
67,5,M,33
68,4,F,31
69,4,F,33
70,5,M,24
71,5,M,24
72,4,F,27
73,5,M,32
74,4,F,30
75,5,M,29
76,5,M,25
77,5,M,30
78,6,M,23
79,6,M,35
80,6,M,30
81,6,M,36
82,6,M,28
83,6,M,31
84,3,M,26
85,3,M,30
86,3,M,26
87,3,M,27
88,3,M,34
89,3,M,28
90,0,NULL,NULL
91,0,NULL,NULL
92,0,NULL,NULL
93,0,NULL,NULL
94,0,NULL,NULL
95,0,NULL,NULL
96,0,NULL,NULL
97,0,NULL,NULL
98,0,NULL,NULL
99,0,NULL,NULL
100,0,NULL,NULL
101,0,NULL,NULL
102,0,NULL,NULL
103,0,NULL,NULL
104,0,NULL,NULL
105,0,NULL,NULL
106,0,NULL,NULL
107,0,NULL,NULL
108,0,NULL,NULL
109,0,NULL,NULL
110,7,F,32
111,7,F,28
112,7,F,28
113,7,F,23
114,7,F,37
115,7,F,37
116,7,F,26
117,0,NULL,28
118,0,NULL,37
119,0,NULL,29
120,0,NULL,27
121,0,NULL,37
122,0,NULL,25
123,0,NULL,25
124,0,NULL,29
125,0,NULL,33
126,0,NULL,35
127,0,NULL,26
128,0,NULL,36
129,0,NULL,27
130,0,NULL,29
131,0,NULL,33
132,0,NULL,26
133,8,M,32
134,8,M,28
135,8,M,30
136,8,M,29
137,8,M,33
138,8,M,36
139,8,M,35
140,8,M,32
141,8,M,37
142,8,M,27
143,9,M,28
144,9,M,29
145,9,M,37
146,9,M,33
147,9,M,29
148,9,M,28
149,9,M,33
150,9,M,27
151,9,M,36
152,9,M,36
153,10,F,23
154,10,F,26
155,10,F,28
156,10,F,23
157,10,F,23
158,10,F,26
159,0,NULL,NULL
160,0,NULL,NULL
161,0,NULL,NULL
162,0,NULL,NULL
163,0,NULL,NULL
164,0,NULL,NULL
165,0,NULL,NULL
166,0,NULL,NULL
167,0,NULL,NULL
168,0,NULL,NULL
169,0,NULL,NULL
170,0,NULL,NULL
171,0,NULL,NULL
172,0,NULL,NULL
173,0,NULL,NULL
174,0,NULL,NULL
175,0,NULL,NULL
176,0,NULL,NULL
177,0,NULL,NULL
178,0,NULL,NULL
179,0,NULL,NULL
180,11,F,30
181,11,F,25
182,11,F,25
183,11,F,27
184,0,NULL,NULL
185,0,NULL,NULL
186,0,NULL,NULL
187,0,NULL,NULL
188,0,NULL,NULL
189,0,NULL,NULL
190,0,NULL,NULL
191,0,NULL,NULL
192,0,NULL,NULL
193,0,NULL,NULL
194,0,NULL,NULL
195,0,NULL,NULL
196,0,NULL,NULL
197,0,NULL,NULL
198,0,NULL,NULL
199,0,NULL,NULL
200,0,NULL,NULL
201,0,NULL,NULL
202,0,NULL,NULL
203,0,NULL,NULL
204,0,NULL,NULL
205,0,NULL,NULL
206,0,NULL,NULL
207,0,NULL,NULL
208,0,NULL,NULL
209,0,NULL,NULL
210,0,NULL,NULL
211,0,NULL,NULL
212,0,NULL,NULL
213,0,NULL,NULL
214,0,NULL,NULL
215,0,NULL,NULL
216,0,NULL,NULL
217,0,NULL,NULL
218,0,NULL,NULL
219,0,NULL,NULL
220,0,NULL,NULL
221,0,NULL,NULL
222,0,NULL,NULL
223,0,NULL,NULL
224,0,NULL,NULL
225,0,NULL,NULL
226,0,NULL,NULL
227,0,NULL,NULL
228,0,NULL,NULL
229,0,NULL,NULL
230,0,NULL,NULL
231,0,NULL,NULL
232,0,NULL,NULL
233,0,NULL,NULL
234,0,NULL,NULL
235,3,M,30
236,3,M,24
237,3,M,31
238,3,M,27
239,3,M,28
240,3,M,26
241,3,M,33
242,3,M,37
243,3,M,23
244,12,M,37
245,12,M,30
246,12,M,28
247,12,M,31
248,12,M,28
249,12,M,25
250,12,M,32
251,12,M,36
252,12,M,30
253,12,M,32
254,12,M,33
255,12,M,34
256,12,M,31
257,12,M,34
258,0,NULL,NULL
259,0,NULL,NULL
260,0,NULL,NULL
261,0,NULL,NULL
262,0,NULL,NULL
263,0,NULL,NULL
264,0,NULL,NULL
265,0,NULL,NULL
266,0,NULL,NULL
267,0,NULL,NULL
268,0,NULL,NULL
269,0,NULL,NULL
270,0,NULL,NULL
271,0,NULL,NULL
272,0,NULL,NULL
273,0,NULL,NULL
274,0,NULL,NULL
275,0,NULL,NULL
276,0,NULL,NULL
277,0,NULL,NULL
278,0,NULL,NULL
279,0,NULL,NULL
280,0,NULL,NULL
281,0,NULL,NULL
282,0,NULL,NULL
283,3,M,34
284,3,M,29
285,3,M,25
286,3,M,26
